Status,Prefix,random fuel code,Carbon intensity,EDRMS#,Fake Company,Fake contact name,Fake contact email,Application date,Approval date,Effective date,Expiry date,Fuel,Feedstock,Feedstock location,Misc,Fuel production facility city,Fuel production facility province/state,Fuel production facility country,Facility nameplate capacity random,Unit,Feedstock transport mode,Finished fuel transport mode,Former company,Notes
Approved,C-BCLCF,147.2,14.62,D28291042,Keller LLC,Roy Daugherty,donald14@example.net,2025-10-30 00:00:00,2025-12-11 00:00:00,2025-11-01 00:00:00,2036-01-19 00:00:00,Renewable naphtha,Yellow Grease (UCO),Quebec,,Prince George,British Columbia,Canada,178551681,Litres,Rail,Truck,,
Approved,C-BCLCF,185.3,17.81,D28291152,Keller-Freeman,Luke Meyer,websteramanda@example.com,2025-02-25 00:00:00,2025-08-28 00:00:00,2025-08-26 00:00:00,2036-05-08 00:00:00,Renewable naphtha,Tallow,Alberta,Coprocessing in DHT,Victoria,British Columbia,Canada,20781048,Litres,Rail,Truck,,
Approved,BCLCF,360.2,23.2,D28291038,"Kelley, Murray and Vasquez",Kevin Robles,stevenaguilar@example.com,2025-02-25 00:00:00,2025-07-04 00:00:00,2025-03-01 00:00:00,2036-01-15 00:00:00,Alternative jet fuel,Corn Oil,US Central,,St. Louis,Missouri,USA,904221604,Litres,"Rail, Truck",Rail,,
Approved,C-BCLCF,844.1,9.54,D28291025,"Kelly, Bradford and Liu",Amanda Fitzpatrick,fperez@example.com,2025-12-23 00:00:00,2026-01-05 00:00:00,2026-01-01 00:00:00,2036-01-02 00:00:00,CNG,Landfill Gas,BC,LRNG,Toronto,Ontario,Canada,18021430,Kilowatt_hour,Adjacent,Pipeline,,
Approved,C-BCLCF,147.5,15.01,D28291045,"Kelly, Todd and Wood",Robert Wallace,peter16@example.org,2025-10-30 00:00:00,2025-12-11 00:00:00,2025-11-01 00:00:00,2036-01-22 00:00:00,Renewable naphtha,Yellow Grease (UCO),BC,,Prince George,British Columbia,Canada,162406001,Litres,Truck,Truck,,
Approved,C-BCLCF,283.1,35.96,D28291390,Kelly-Rogers,Alexandra Hammond,moodydonald@example.org,2020-03-26 00:00:00,2020-03-30 00:00:00,2019-01-01 00:00:00,2039-03-26 00:00:00,Ethanol,Wheat,Canada West,No CCS,Regina,Saskatchewan,Canada,142294550,,"Marine-international, Rail",Marine-international,,
Approved,BCLCF,591.2,11.15,D28291280,Kennedy and Sons,Ann Ford,brianhicks@example.com,2022-05-02 00:00:00,2023-03-29 00:00:00,2022-05-02 00:00:00,2038-08-19 00:00:00,Biodiesel,Canola,US Central,,Fargo,North Dakota,United States of America,267111636,,Marine-international,Rail,,
Approved,C-BCLCF,774.1,-20.5,D28291438,"Kidd, Jordan and Knight",Curtis Ford,michael04@example.org,2018-12-04 00:00:00,2019-01-18 00:00:00,2018-12-04 00:00:00,2039-07-08 00:00:00,Ethanol,Municipal Solid Waste (MSW),Alberta,,Red Deer,Alberta,Canada,40237856,,Adjacent,"Marine-international, Rail",,
Approved,C-BCLCF,543.1,26.64,D28291201,Kim Ltd,Angel Rasmussen,jennifer06@example.net,2023-01-04 00:00:00,2023-07-27 00:00:00,2023-07-01 00:00:00,2038-06-05 00:00:00,Hydrogen,Water and Electricity,British Columbia,Units for name plate production capacity are kg_Hydrogen/day,Victoria,British Columbia,Canada,1508,,Adjacent,Adjacent,,
Approved,BCLCF,132.3,23.35,D28291170,"Kim, Garza and Howard",Craig Jones,leslieford@example.org,2024-06-11 00:00:00,2024-08-02 00:00:00,2024-06-11 00:00:00,2037-05-26 00:00:00,Renewable naphtha,Tallow,BC,,Cedar Rapids,Iowa,United States of America,699510259,,Rail,Rail,,
Approved,BCLCF,151.6,61.57,D28291402,King and Sons,Andrew Smith,uallen@example.org,2019-09-18 00:00:00,2019-11-27 00:00:00,2019-09-18 00:00:00,2039-04-14 00:00:00,Ethanol,Corn,US Central,,Des Moines,Iowa,United States of America,114550547,,Marine-international,"Marine-international, Rail",,
Approved,BCLCF,343.3,48.37,D28291343,King LLC,Paul Brown,tylerholt@example.org,2022-07-20 00:00:00,2023-03-17 00:00:00,2022-07-20 00:00:00,2038-09-27 00:00:00,Ethanol,Corn,US Central,,Des Moines,Iowa,United States of America,227436140,,Marine-international,Rail,,
Approved,C-BCLCF,455.1,43.71,D28291515,King LLC,Dr. Michael Lewis,emclaughlin@example.com,2014-05-06 00:00:00,2014-06-05 00:00:00,2014-05-06 00:00:00,2039-10-19 00:00:00,Ethanol,Corn,Manitoba,,Red Deer,Alberta,Canada,39152981,,Marine-international,Rail,,
Approved,C-BCLCF,293.1,19.4,D28291305,"King, Allen and Adkins",Brianna Norris,markgilbert@example.com,2021-09-06 00:00:00,2021-12-09 00:00:00,2021-09-06 00:00:00,2038-12-17 00:00:00,Biodiesel,Corn,Ontario,Corn Oil,Ottawa,Ontario,Canada,69727432,,Marine-international,Rail,,
Approved,BCLCF,158.1,13.43,D28291351,"King, Ray and Henry",Brittney Hayes,ldavis@example.com,2019-10-25 00:00:00,2020-01-21 00:00:00,2019-10-25 00:00:00,2039-04-05 00:00:00,Biodiesel,Fatty Acid Distillate,US Central,,Cedar Rapids,Iowa,United States of America,119980969,,Marine-international,Rail,,
Approved,BCLCF,546.1,30.85,D28291262,King-Bell,Janet Howard,fwilson@example.org,2024-10-07 00:00:00,2025-01-15 00:00:00,2024-10-27 00:00:00,2036-10-09 00:00:00,HDRD,Tallow,Western Europe,,Houston,Texas,United States of America,1877671249,,"Marine, Marine-international",Marine,,
Approved,C-BCLCF,306.1,-0.43,D28291359,King-Bryant,Gabriel Erickson,sherry92@example.com,2022-09-15 00:00:00,2024-07-31 00:00:00,2024-01-01 00:00:00,2037-06-06 00:00:00,HDRD,Tallow,Argentina,,Kelowna,British Columbia,Canada,212868829,,Marine-international,Marine-international,,
Approved,C-BCLCF,404.2,6.5,D28291266,King-Fowler,Gregory Adams,colinwalker@example.net,2024-06-18 00:00:00,2024-09-13 00:00:00,2024-11-01 00:00:00,2037-02-28 00:00:00,Propane,Canola,Saskatchewan,,Edmonton,Alberta,Canada,31443166,,Rail,Rail,,
Approved,BCLCF,199.3,13.16,D28291347,King-Robbins,Michelle Kelley,penazachary@example.com,2020-01-15 00:00:00,2020-08-25 00:00:00,2020-01-15 00:00:00,2039-03-03 00:00:00,Biodiesel,Canola,US West,,Baton Rouge,Louisiana,United States of America,395331124,,"Marine-international, Rail","Marine-international, Rail",,
Approved,C-BCLCF,510.2,9.85,D28291229,Kirby Group,Kara Perkins MD,curtisseth@example.net,2024-02-18 00:00:00,2024-08-14 00:00:00,2024-02-18 00:00:00,2037-04-30 00:00:00,Biodiesel,Yellow Grease (UCO),US West,,Kelowna,British Columbia,Canada,10833288,,Marine-international,Rail,,
Approved,BCLCF,250.3,22.82,D28291363,"Klein, Fuentes and Rivera",Tara Maxwell,khouston@example.com,2024-06-11 00:00:00,2024-08-02 00:00:00,2024-06-11 00:00:00,2037-06-14 00:00:00,HDRD,Tallow,BC,,Kansas City,Missouri,United States of America,638216141,,Rail,Rail,,
Approved,C-BCLCF,511.3,45,D28291428,Klein-Hudson,Tamara Roach,williamsjohn@example.com,2016-03-11 00:00:00,2016-04-01 00:00:00,2016-03-03 00:00:00,2039-06-09 00:00:00,Ethanol,Wheat,Saskatchewan,,Moose Jaw,Saskatchewan,Canada,135787058,,Marine-international,Rail,,
Approved,C-BCLCF,753.2,14.48,D28291094,"Knight, Murray and Cooper",Kathryn Erickson,joseph76@example.com,2024-05-01 00:00:00,2024-10-21 00:00:00,2024-07-01 00:00:00,2037-02-13 00:00:00,Renewable gasoline,Canola,Saskatchewan,,Kelowna,British Columbia,Canada,193543809,,Marine-international,Marine-international,,
Approved,BCLCF,731.2,33.32,D28291330,Knight-Schneider,Steven Ford,jacob32@example.com,2024-06-28 00:00:00,2024-09-09 00:00:00,2024-06-30 00:00:00,2037-03-10 00:00:00,HDRD,Tallow,Asia,,New Orleans,Louisiana,United States of America,1599712272,,"Marine, Marine-international",Marine-international,,
Approved,BCLCF,316.2,20.8,D28291178,"Lam, Williams and Archer",Donna Davis,michaelhernandez@example.com,2024-03-26 00:00:00,2024-07-11 00:00:00,2024-03-26 00:00:00,2037-07-24 00:00:00,Renewable naphtha,Yellow Grease (UCO),International,,Austin,Texas,United States of America,30499373,,Marine,Marine,,
Approved,C-BCLCF,424.3,1.99,D28291552,Landry-David,Sandra Collins,irwinabigail@example.org,2017-01-19 00:00:00,2017-03-22 00:00:00,2017-01-19 00:00:00,2040-01-22 00:00:00,Ethanol,Wheat,Alberta,,Edmonton,Alberta,Canada,34507511,,Marine-international,"Marine-international, Rail",,
Approved,C-BCLCF,125.1,13.85,D28291087,"Lara, Smith and Brown",Beth Edwards,adam38@example.net,2025-05-27 00:00:00,2025-12-03 00:00:00,2025-05-27 00:00:00,2036-03-04 00:00:00,Propane,Tall Oil,BC,Co-Processing in FCC,Victoria,British Columbia,Canada,268951564,Litres,Truck,Truck,,
Approved,BCLCF,285.2,21.11,D28291203,"Larson, Giles and Browning",Mr. Francis Rogers,patrickhull@example.org,2024-03-18 00:00:00,2024-05-30 00:00:00,2024-07-01 00:00:00,2037-10-08 00:00:00,Renewable naphtha,Fatty Acid Distillate,US Central,,New Orleans,Louisiana,United States of America,309121725,,"Marine, Marine-international","Marine, Rail",,
Approved,BCLCF,403.3,47.02,D28291283,Larson-Duffy,Kimberly Jones,martinezanna@example.org,2024-06-24 00:00:00,2024-08-26 00:00:00,2024-06-24 00:00:00,2037-04-22 00:00:00,Ethanol,Corn,US Central,CCS,Cedar Rapids,Iowa,United States of America,186246849,,Marine-international,Rail,,
Approved,C-BCLCF,533.2,29.49,D28291187,Larson-Hicks,James Phillips,tchapman@example.com,2025-06-20 00:00:00,2025-08-14 00:00:00,2025-07-01 00:00:00,2036-06-12 00:00:00,Ethanol,Wheat,Canada West,No CCS,Regina,Saskatchewan,Canada,164023,Litres,Truck,Truck,,
Approved,BCLCF,308.2,18.74,D28291286,"Lawrence, Ortega and Turner",Jeffrey Cox,valenzuelacaitlin@example.org,2022-07-01 00:00:00,2023-03-17 00:00:00,2023-01-01 00:00:00,2038-09-21 00:00:00,Biodiesel,Soy,US Central,,Houston,Texas,United States of America,234072585,,"Marine, Marine-international, Rail",Rail,,
Approved,C-BCLCF,143.4,16.01,D28291412,"Lawrence, Taylor and Thompson",Jeffrey Summers,dillonnavarro@example.org,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-11 00:00:00,HDRD,Tallow,Quebec,Naphtha coproduct,Vancouver,British Columbia,Canada,180951782,,Rail,Marine-international,,
Approved,C-BCLCF,585.1,-21.59,D28291479,Lawson Group,Daisy Kennedy,emartinez@example.com,2022-10-19 00:00:00,2023-05-02 00:00:00,2023-05-15 00:00:00,2038-07-24 00:00:00,HDRD,Tallow,Quebec,Naphtha coproduct,Prince George,British Columbia,Canada,179811648,,Rail,Marine-international,,
Approved,C-BCLCF,292.1,-13.59,D28291304,Lee and Sons,Natalie Love,scottjasmine@example.net,2021-09-06 00:00:00,2021-12-09 00:00:00,2021-06-14 00:00:00,2038-12-16 00:00:00,Biodiesel,Tallow,Ontario,,Toronto,Ontario,Canada,65561335,,Marine-international,Rail,,
Approved,C-BCLCF,133.6,18.44,D28291358,Lee Inc,Benjamin Davis,ramseychristina@example.org,2022-09-15 00:00:00,2024-07-31 00:00:00,2024-01-01 00:00:00,2037-06-05 00:00:00,HDRD,Canola,Alberta,,Prince George,British Columbia,Canada,218965600,,Marine-international,Marine-international,,
Approved,C-BCLCF,227.1,54.76,D28291287,Lee LLC,David Vargas,jameslambert@example.net,2023-11-27 00:00:00,2024-05-22 00:00:00,2024-01-01 00:00:00,2037-10-24 00:00:00,Ethanol,Corn,US Central,No CCS,Saskatoon,Saskatchewan,Canada,135575,,Rail,Rail,,
Approved,C-BCLCF,372.1,33.48,D28291387,Lee LLC,Joseph Boyer,pittmanjustin@example.org,2020-03-26 00:00:00,2020-03-30 00:00:00,2019-01-01 00:00:00,2039-03-23 00:00:00,Ethanol,Corn,US Central,CCS,Moose Jaw,Saskatchewan,Canada,139260098,,Rail,Marine-international,,
Approved,BCLCF,419.3,52.73,D28291518,Lee LLC,Heather Hinton,rgates@example.org,2013-01-17 00:00:00,2013-03-28 00:00:00,2013-03-28 00:00:00,2040-02-03 00:00:00,HDRD,Palm Oil,Malaysia / Indonesia,,Porvoo,NaN,Finland,581908172,,"Marine, Marine-international",Marine,,
Approved,C-BCLCF,701.1,15.26,D28291254,"Lee, Clark and Torres",Mr. Kelly Owens,jamesrhonda@example.org,2023-05-18 00:00:00,2023-06-14 00:00:00,2023-05-15 00:00:00,2038-06-20 00:00:00,Renewable naphtha,Tallow,Alberta,,Victoria,British Columbia,Canada,185965335,,Rail,Marine-international,,
Approved,BCLCF,523.2,32.86,D28291239,"Lee, Jackson and Barnes",Todd Flores,woodmaurice@example.org,2023-04-10 00:00:00,2024-01-25 00:00:00,2023-04-10 00:00:00,2038-03-29 00:00:00,Renewable naphtha,Soy,US Central,Soybean Oil,New Orleans,Louisiana,United States of America,1180566857,,Rail,Marine,,
Approved,C-BCLCF,383.3,10.85,D28291221,"Lee, Jimenez and Hill",Joshua Figueroa,dianabrown@example.com,2025-03-28 00:00:00,2025-06-04 00:00:00,2025-03-28 00:00:00,2036-07-16 00:00:00,Biodiesel,Canola,Canada West,,Ottawa,Ontario,Canada,153524139,Litres,Rail,Rail,,
Approved,C-BCLCF,250.2,-4.14,D28291104,"Lee, Mason and Nelson",Luke Jackson,howardtimothy@example.org,2022-09-15 00:00:00,2024-07-31 00:00:00,2024-01-01 00:00:00,2037-06-13 00:00:00,Renewable gasoline,Tallow,Argentina,,Victoria,British Columbia,Canada,190117060,,Marine-international,Marine-international,,
Approved,C-BCLCF,162.3,15.96,D28291183,"Lee, Pena and Edwards",Mrs. Jamie Franklin,emarsh@example.org,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-08-07 00:00:00,Renewable naphtha,Tallow,US West,,Victoria,British Columbia,Canada,190934835,,Rail,Marine-international,,
Approved,BCLCF,794.1,35.89,D28291529,Lee-Garcia,Andrew Potter,angela07@example.com,2013-11-12 00:00:00,2013-12-18 00:00:00,2014-01-01 00:00:00,2040-02-14 00:00:00,HDRD,Tallow,"Australia, New Zealand, Canada",,Tuas,NaN,Singapore,907484481,,"Marine, Marine-international",Marine,,
Approved,C-BCLCF,182.4,14.86,D28291417,Lee-Miller,Laura Davidson,joseph18@example.org,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-16 00:00:00,HDRD,Canola,Alberta,Naphtha coproduct,Victoria,British Columbia,Canada,191433237,,Rail,Marine-international,,
Approved,BCLCF,133.2,10.34,D28291239,Lee-Montoya,Alexis Cooke,john19@example.net,2023-12-22 00:00:00,2024-08-13 00:00:00,2024-01-01 00:00:00,2037-05-11 00:00:00,Biodiesel,Fatty Acid Distillate,US Central,,St. Paul,Minnesota,United States of America,80884815,,Marine-international,Rail,,
Approved,BCLCF,421.1,28.35,D28291416,Lee-Taylor,Steven Hall,alexandracarter@example.net,2013-07-25 00:00:00,2013-09-04 00:00:00,2013-07-25 00:00:00,2039-12-06 00:00:00,Biodiesel,Canola,Saskatchewan,,St. Louis,Missouri,United States of America,370973333,,Rail,Marine-international,,
Approved,BCLCF,315.1,28.04,D28291444,"Leonard, Weiss and Jenkins",Laura Pham,chad47@example.com,2023-09-11 00:00:00,2024-03-04 00:00:00,2023-10-27 00:00:00,2038-01-11 00:00:00,HDRD,Tallow,US Central,,Dallas,Texas,United States of America,2042377887,,Rail,Marine,,
Approved,C-BCLCF,667.2,44.68,D28291488,Leon-Matthews,Laura Cummings,snowdavid@example.com,2017-11-09 00:00:00,2018-04-16 00:00:00,2018-01-01 00:00:00,2039-09-21 00:00:00,Ethanol,Wheat,Saskatchewan,No CCS,Moose Jaw,Saskatchewan,Canada,133109559,,Marine-international,Marine-international,,
Approved,BCLCF,285.1,9.93,D28291246,"Levine, Wise and Mills",Kristen Smith,amiller@example.net,2024-03-18 00:00:00,2024-05-30 00:00:00,2024-03-19 00:00:00,2037-10-07 00:00:00,Biodiesel,Canola,Saskatchewan,,Des Moines,Iowa,United States of America,117943871,,"Marine-international, Rail",Rail,,
Approved,BCLCF,502.2,23.84,D28291384,Lewis Group,Dale Ayala,davisjodi@example.org,2024-03-26 00:00:00,2024-07-11 00:00:00,2024-03-26 00:00:00,2037-07-18 00:00:00,HDRD,Corn Oil,US Central,,Des Moines,Iowa,United States of America,418624712,,Rail,Marine,,
Approved,C-BCLCF,654.2,20.43,D28291502,Lewis LLC,Michael Barrera,mgibson@example.org,2017-01-19 00:00:00,2017-03-22 00:00:00,2017-01-19 00:00:00,2039-10-05 00:00:00,Ethanol,Wheat,Alberta,,Red Deer,Alberta,Canada,38213837,,Marine-international,Rail,,
Approved,BCLCF,448.1,13.28,D28291397,Lewis-Davis,Gary Klein,kristen07@example.net,2014-03-13 00:00:00,2014-04-23 00:00:00,2014-03-13 00:00:00,2039-10-21 00:00:00,Biodiesel,Corn,United States,Corn Oil,St. Paul,Minnesota,United States of America,393332921,,Rail,Marine-international,,
Approved,C-BCLCF,121.3,15.92,D28291164,Lewis-Johnson,Michael Leonard,alexander65@example.com,2025-06-27 00:00:00,2025-08-18 00:00:00,2025-07-01 00:00:00,2036-05-20 00:00:00,HDRD,Tallow,BC,,Victoria,British Columbia,Canada,160357676,Litres,Rail,Truck,,
Approved,C-BCLCF,754.2,-7.03,D28291315,"Li, Stevens and Kemp",Carol Thomas,istone@example.com,2024-05-01 00:00:00,2024-10-21 00:00:00,2024-07-01 00:00:00,2037-02-12 00:00:00,HDRD,Tall Oil,BC,,Prince George,British Columbia,Canada,213028158,,Marine-international,Marine-international,,
Approved,BCLCF,172.1,35.01,D28291276,Lindsey Inc,Sharon Lewis,krystaldowns@example.org,2024-10-08 00:00:00,2025-01-15 00:00:00,2024-10-27 00:00:00,2036-09-09 00:00:00,Alternative jet fuel,Tallow,Eastern Europe,,Dallas,Texas,United States of America,1780401594,Litres,"Marine, Truck",Marine,,
Approved,C-BCLCF,122.1,50.92,D28291056,"Lindsey, Stewart and Fields",Laurie Zimmerman,moorerodney@example.org,2025-10-15 00:00:00,2025-12-08 00:00:00,2026-03-01 00:00:00,2036-02-02 00:00:00,Ethanol,Wheat,US Central,85% CCS,Saskatoon,Saskatchewan,Canada,158507506,Litres,"Rail, Truck",Rail,,
Approved,BCLCF,456.2,11.18,D28291510,Logan Group,Thomas Arellano,cbell@example.com,2013-08-07 00:00:00,2013-09-04 00:00:00,2013-08-07 00:00:00,2039-12-21 00:00:00,HDRD,Yellow Grease (UCO),US Central,,Baton Rouge,Louisiana,United States of America,713430825,,"Marine-international, Rail",Marine,,
Approved,BCLCF,534.2,14.85,D28291205,"Logan, Fleming and Gilbert",Lisa Gonzales,jensenphilip@example.com,2025-02-25 00:00:00,2025-07-04 00:00:00,2025-03-01 00:00:00,2036-06-30 00:00:00,Alternative jet fuel,Yellow Grease (UCO),US Central,,Bismarck,North Dakota,USA,860962225,Litres,Rail,Rail,,
Approved,BCLCF,417.2,12.35,D28291417,Long PLC,Jessica Burns,eburton@example.net,2015-09-19 00:00:00,2016-01-26 00:00:00,2014-03-13 00:00:00,2039-12-07 00:00:00,Biodiesel,Canola,Saskatchewan,,Minneapolis,Minnesota,United States of America,352833273,,Rail,Marine-international,,
Approved,BCLCF,286.4,25.2,D28291219,"Long, Hart and Sanchez",Jasmine Garcia,mallen@example.com,2025-03-25 00:00:00,2025-06-06 00:00:00,2025-04-10 00:00:00,2036-07-14 00:00:00,HDRD,Corn,US Central,Corn Oil,New Orleans,Louisiana,USA,1266217240,Litres,Rail,Rail,,
Approved,BCLCF,212.1,23.91,D28291462,Long-Wolfe,Bobby Odom,davidlee@example.org,2022-07-05 00:00:00,2024-01-24 00:00:00,2022-12-31 00:00:00,2038-04-28 00:00:00,HDRD,Palm Oil,Indonesia,Palm Sludge Oil,New Orleans,Louisiana,United States of America,257513873,,"Marine, Marine-international","Marine, Rail",,
Approved,BCLCF,102.2,23.36,D28291456,Lopez LLC,Nathaniel Brown,sandra64@example.com,2022-12-29 00:00:00,2024-01-25 00:00:00,2022-12-29 00:00:00,2038-04-20 00:00:00,HDRD,Canola,Canada West,Canola Oil,New Orleans,Louisiana,United States of America,1795158063,,Rail,Marine,,
Approved,BCLCF,488.1,25.77,D28291265,"Lopez, Johnson and Tanner",Katherine Molina,matthew26@example.com,2022-02-10 00:00:00,2022-07-14 00:00:00,2022-02-10 00:00:00,2038-11-11 00:00:00,Renewable naphtha,Corn,US Central,,Austin,Texas,United States of America,281693092,,Rail,Rail,,
Approved,C-BCLCF,127.1,19.36,D28291088,Lopez-Davies,Katie Brown,katiejames@example.com,2025-05-27 00:00:00,2025-12-03 00:00:00,2025-05-27 00:00:00,2036-03-05 00:00:00,Propane,Canola,Alberta,Co-Processing in FCC,Kelowna,British Columbia,Canada,233426587,Litres,Rail,Truck,,
Approved,C-BCLCF,871.1,-3.01,D28291107,Lopez-Roberts,Robert Garcia,cking@example.org,2022-09-15 00:00:00,2024-07-31 00:00:00,2024-01-01 00:00:00,2037-06-24 00:00:00,Renewable gasoline,Canola,Saskatchewan,,Victoria,British Columbia,Canada,184591174,,Marine-international,Marine-international,,
Approved,C-BCLCF,436.2,0.93,D28291551,Lopez-Woods,Howard Peters,marymcdonald@example.com,2013-04-19 00:00:00,2013-05-10 00:00:00,2013-05-10 00:00:00,2040-01-21 00:00:00,Ethanol,Barley,Alberta,,Red Deer,Alberta,Canada,35152867,,Marine-international,"Marine-international, Rail",,
Approved,BCLCF,529.2,23.45,D28291237,Lowe Group,Robert Waters,samantha48@example.com,2023-04-10 00:00:00,2024-01-25 00:00:00,2023-04-10 00:00:00,2038-03-23 00:00:00,Renewable naphtha,Yellow Grease (UCO),US Central,,New Orleans,Louisiana,United States of America,1226382310,,Rail,Marine,,
Approved,C-BCLCF,758.2,-16.01,D28291265,Lowe-Frazier,Heather Eaton,stephanie99@example.org,2023-12-19 00:00:00,2024-11-06 00:00:00,2024-01-01 00:00:00,2037-02-08 00:00:00,CNG,Renewable Natural Gas,BC,,Kelowna,British Columbia,Canada,88200,,Marine-international,Marine-international,,
Approved,BCLCF,176.2,16.16,D28291266,Lowery Inc,Erin Lee,tonya22@example.com,2023-12-21 00:00:00,2024-03-27 00:00:00,2024-01-01 00:00:00,2037-12-03 00:00:00,Biodiesel,Tallow,US Central,,Kansas City,Missouri,United States of America,209692162,,"Marine-international, Rail",Rail,,
Approved,BCLCF,194.6,15.22,D28291320,"Lowery, Rodriguez and Mcdaniel",Edwin Thompson,christina47@example.net,2021-03-19 00:00:00,2021-10-18 00:00:00,2021-03-19 00:00:00,2039-01-01 00:00:00,Biodiesel,Yellow Grease (UCO),US Central,Non-rendered UCO,Houston,Texas,United States of America,155421338,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,838.1,13.44,D28291421,"Lozano, Oconnor and Ellis",Tracy Carroll,xmccarthy@example.net,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-20 00:00:00,HDRD,Canola,Alberta,Co products used to produce H2,Kelowna,British Columbia,Canada,169572765,,Rail,Marine-international,,
Approved,BCLCF,463.2,23.47,D28291509,Lucas and Sons,Derek Dyer,edward75@example.org,2014-08-28 00:00:00,2014-10-22 00:00:00,2014-10-01 00:00:00,2039-12-20 00:00:00,HDRD,Tallow,US Central,,New Orleans,Louisiana,United States of America,642635980,,"Marine-international, Rail",Marine,,
Approved,C-BCLCF,535.1,24.87,D28291168,Lucero-Knight,Terry Cooper,aballard@example.org,2025-06-27 00:00:00,2025-08-18 00:00:00,2025-07-01 00:00:00,2036-05-24 00:00:00,HDRD,Tallow,Australia,,Vancouver,British Columbia,Canada,186161705,Litres,"Marine-international, Rail",Truck,,
Approved,BCLCF,728.1,30.23,D28291276,"Luna, Harris and Sanchez",Michael Stone,patrickbrooks@example.com,2024-02-09 00:00:00,2024-12-16 00:00:00,2024-02-12 00:00:00,2037-01-13 00:00:00,Ethanol,Sorghum,US Central,21% CCS,Minneapolis,Minnesota,United States of America,212834643,,Marine-international,Rail,,
Approved,C-BCLCF,707.1,36.77,D28291504,"Lynch, Frazier and Cooley",Rebecca Duncan,amanda55@example.org,2017-01-19 00:00:00,2017-03-22 00:00:00,2017-01-19 00:00:00,2039-10-08 00:00:00,Ethanol,Wheat,Alberta,,Edmonton,Alberta,Canada,34938534,,Marine-international,Marine-international,,
Approved,C-BCLCF,385.2,-0.13,D28291199,"Lyons, Gay and Coleman",Samantha Lewis,normaramos@example.net,2024-12-20 00:00:00,2025-07-17 00:00:00,2025-01-01 00:00:00,2036-06-24 00:00:00,LNG,Organic Waste,BC,,Prince George,British Columbia,Canada,81398,Kilograms,Truck,Truck,,
Approved,C-BCLCF,360.1,15.13,D28291032,"Mahoney, Avila and Kelly",Patrick Daniels,millerdavid@example.com,2025-10-07 00:00:00,2025-12-19 00:00:00,2025-10-07 00:00:00,2036-01-09 00:00:00,Ethanol,Corn,Manitoba,100% CCU,Ottawa,Ontario,Canada,355564284,Litres,"Rail, Truck",Rail,,
Approved,C-BCLCF,259.1,48.26,D28291381,Maldonado Ltd,Katherine Santiago,jonathanlee@example.net,2020-03-26 00:00:00,2020-04-29 00:00:00,2019-01-01 00:00:00,2039-03-17 00:00:00,Ethanol,Corn,Manitoba,,Winnipeg,Manitoba,Canada,137894,,"Marine-international, Rail",Marine-international,,
Approved,BCLCF,799.1,2.25,D28291244,"Malone, Romero and Warren",Andre Thompson,manuelmcdonald@example.net,2024-02-12 00:00:00,2024-06-03 00:00:00,2024-02-12 00:00:00,2037-09-28 00:00:00,Biodiesel,Soy,US Central,,Cedar Rapids,Iowa,United States of America,212592649,,Marine-international,Rail,,
Approved,BCLCF,330.1,28.81,D28291243,Manning PLC,Dominique Kirk,rallen@example.net,2022-12-29 00:00:00,2024-01-25 00:00:00,2022-12-29 00:00:00,2038-04-10 00:00:00,Renewable naphtha,Tallow,International,,Baton Rouge,Louisiana,United States of America,1744917682,,Marine,Marine,,
Approved,BCLCF,403.4,20.91,D28291240,Mann-Smith,Robert Mcintosh,melissawaller@example.org,2023-12-22 00:00:00,2024-08-13 00:00:00,2024-01-01 00:00:00,2037-05-12 00:00:00,Biodiesel,Corn Oil,US Central,,Houston,Texas,United States of America,78604834,,Marine-international,Rail,,
Approved,BCLCF,173.1,17.44,D28291251,Marquez Inc,Paula Rivas,simmonslinda@example.org,2024-03-18 00:00:00,2024-05-21 00:00:00,2024-03-19 00:00:00,2037-10-19 00:00:00,Biodiesel,Soy,US Central,,New Orleans,Louisiana,United States of America,155002559,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,666.1,33.65,D28291475,Marshall Group,Emily Ballard,caseywagner@example.org,2015-12-11 00:00:00,2016-04-06 00:00:00,2015-01-01 00:00:00,2039-09-08 00:00:00,Ethanol,Corn,US Central,CCS,Regina,Saskatchewan,Canada,122293307,,Rail,Marine-international,,
Approved,C-BCLCF,1.1,64.88,D28291269,Marshall-Holland,Shannon Atkins,armstrongmary@example.com,2023-03-09 00:00:00,2023-11-08 00:00:00,2023-03-09 00:00:00,2038-06-03 00:00:00,Propane,Fossil-based Natural Gas,Multiple BC locations,,Prince George,British Columbia,Canada,1916907024,,"Marine, Marine-international, Pipeline, Rail","Marine, Marine-international, Pipeline, Rail",,
